ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER
44488-20030816,1364946,35475,1
1740681-20060807,1740681,307829,1
17688-20060216,1659577,51897,1
31858-20020216,1205354,31992,1
1488113-20050216,1564504,219673,2
1336466-20030331,1336466,60153,3
2083713-20110228,2083713,359971,1
1987104-20090910,1987104,308814,2
2094277-20110531,2094277,362060,1
1954477-20150916,2416064,340790,1
1513822-20041015,1513822,278780,2
1495858-20110416,2082241,278525,1
2103470-20110629,2103470,363417,1
1592357-20060216,1672811,289700,1
48112-20020816,1257512,36775,1
1304526-20040816,1506050,65344,3
53492-20030216,1309022,17811,2
1444274-20031024,1444274,269401,1
1470005-20041116,1540045,271404,1
2043351-20100812,2043351,354925,1
1947761-20120916,2173234,29168,3
1738199-20080416,1890702,247019,2
86782-20051116,1634172,66955,2
1143415-20020216,1219043,214850,1
1491426-20050816,1599959,9207,3
1000780-20070516,1811967,200290,1
2093914-20130516,2244868,361899,1
1591769-20110516,2086648,289402,1
1469995-20031216,1469995,270539,1
74765-20020216,1202404,22305,2
2041711-20100616,2041711,354228,1
2017490-20100302,2017490,332661,1
83662-20060216,1716745,50187,1
63136-20020216,1212308,58977,1
1277097-20050216,1566226,253249,1
1964666-20090415,1964666,274304,3
2184258-20120829,2184258,358279,2
16929-20020216,1215053,85711,1
62242-20070516,1810024,58833,1
1922929-20080902,1922929,335877,1
1694746-20060331,1694746,302721,1
1478263-20060216,1660619,57385,2
1224657-20090416,1957042,242858,1
1337288-20100416,2019561,260610,1
1248156-20030216,1327750,248148,1
2065076-20101103,2065076,357787,1
17755-20010216,1110521,51909,1
21502-20071116,1853124,29273,1
2153075-20120504,2153075,372076,1
1679429-20070816,1837922,291738,2
2157831-20120604,2157831,372893,1
1354988-20030507,1354988,262728,1
1242961-20050216,1559060,55050,6
2084514-20130316,2229210,360296,1
1357517-20030606,1357517,264063,1
15572-20040816,1419531,86637,3
2008057-20091117,2008057,348937,1
14091-20071116,1858106,85657,1
1681101-20070216,1795227,301794,1
1942905-20110316,2078351,339099,1
54598-20040216,1458474,57387,1
59650-20120216,2131339,41151,1
2137909-20120206,2137909,369484,1
81141-20020816,1259770,49081,1
1120332-20020216,1217628,209808,1
1044640-20020216,1208950,46819,2
1336234-20080216,1881906,260057,1
1619250-20110216,2072261,294451,1
75326-20020216,1213342,64622,1
14453-20120816,2158704,1913,1
2083741-20110401,2083741,359981,1
40290-20060516,1684761,13674,2
1821822-20110616,2091896,317833,1
1120885-20020816,1267058,210078,1
1594931-20060216,1673158,291018,1
2069145-20101123,2069145,358224,1
20021-20030216,1311792,28952,1
1274699-20050216,1555243,31736,2
1902769-20080416,1902769,329844,1
1224691-20061116,1756798,242868,1
1596919-20060816,1734963,292092,1
52680-20050216,1559367,57039,1
2124702-20111021,2124702,367192,1
2037062-20120616,2151122,353792,1
2177027-20120716,2177027,273251,3
1228097-20110316,2075647,31367,1
1646500-20110316,2077557,296846,1
1042939-20040216,1491063,202034,1
74995-20110716,2095433,46764,1
1443763-20060816,1819366,269165,1
1383151-20060516,1689147,65188,14
2064687-20121116,2188624,357624,1
1122989-20111216,2121748,9961,2
1799956-20090316,1950107,40392,2
1243892-20080616,1901419,245618,1
1698552-20090616,1967666,302045,2
1120342-20040216,1462080,209814,1
1577762-20070816,1832520,85801,8
1121734-20050216,1563365,210449,1
2084269-20110429,2084269,360191,1
1908374-20080519,1908374,331584,1
1473110-20071216,1871848,210542,2
2084313-20110407,2084313,360208,1
60647-20120116,2126354,19106,1
1144279-20020216,1219178,215352,1
1948539-20100816,2041252,339987,1
2179623-20121129,2179623,371506,1
1474987-20100816,2039930,272601,1
1798943-20090116,1941804,313299,1
77099-20020216,1209107,47559,1
1742477-20060830,1742477,308704,1
2153375-20120510,2153375,336963,3
1046974-20110416,2081634,88608,2
1475718-20120416,2139488,54437,2
2114804-20110907,2114804,366105,1
1518439-20040826,1518439,247760,2
2069356-20120816,2160616,294952,2
1932410-20080922,1932410,337134,1
2157122-20120530,2157122,248275,2
1969407-20090429,1969407,343010,1
45170-20060216,1657571,35705,1
1336665-20050216,1567387,260301,1
16010-20100316,2014856,27942,1
1964505-20110216,2073227,342183,1
1848050-20110516,2086947,317164,1
45170-20080516,1895841,35705,1
1379684-20040216,1468517,264974,1
81980-20090516,1960978,49415,1
42629-20110316,2076402,64257,5
1194828-20020129,1194828,220566,1
1846802-20070828,1846802,321826,1
1475515-20040202,1475515,45129,2
1244518-,1244518,25415,8
36115-20100516,2023807,54354,1
2129750-20111202,2129750,366382,1
1517911-20040820,1517911,220252,2
15425-20061116,1751803,51623,1
1647874-20051108,1647874,297480,1
1622014-20070816,1838397,295612,1
78512-20030216,1310274,23112,1
1975458-20090612,1975458,332870,1
1694730-20070216,1786868,220542,29
1473750-20041116,1540219,272057,1
2069920-20121216,2195905,358584,1
49973-20121016,2180759,37419,1
1677725-20070216,1786872,220628,3
1964482-20121116,2188186,342013,1
1680388-20121016,2181896,301474,1
77133-20060216,1662242,67100,1
2014332-20101016,2053788,350166,1
1931906-20080915,1931906,336901,1
1675806-20080416,1891258,299681,1
1695482-20110316,2076140,63142,20
1447712-20060216,1669223,271133,1
2125146-20120416,2140823,334345,2
36917-20021116,1291921,64044,1
1741660-20060818,1741660,66655,4
15776-20120416,2138801,6765,1
1139002-20020216,1218367,212158,1
52872-20070216,1782275,57076,1
47054-20100216,2010499,36427,1
2148033-20120413,2148033,262394,3
1358419-20070816,1834603,249893,3
2009311-20110916,2107720,349478,1
2004182-20120816,2160382,273694,1
1337215-20030523,1337215,260568,1
1426061-20031215,1426061,268182,1
2203-20050216,1558021,50293,1
1676594-20070216,1794649,299981,1
1985627-20090727,1985627,345822,1
29212-20020216,1205065,31211,1
74167-20040216,1451871,22198,1
1477976-20070216,1786639,218288,2
1719009-20060616,1719009,305958,1
1959446-20090303,1959446,341303,1
1737510-20060626,1737510,306305,1
17920-20090516,1960764,28438,1
1443414-20031124,1443414,269003,1
2089276-20110411,2089276,361302,1
1123097-20031116,1420707,211183,1
1574568-20050121,1574568,58474,4
2098469-20150616,2395772,362447,1
1356673-20030808,1356673,263561,1
2049408-20100809,2049408,355584,1
1597297-20061116,1762351,292317,1
1354262-20090316,1951751,262333,1
2098095-20110518,2098095,362278,1
1767284-20061011,1767284,310301,1
2003097-20131116,2287905,348328,1
1143545-20020216,1219074,214933,1
45170-20030816,1364993,35705,1
2157560-20120531,2157560,372769,1
13176-20020216,1215002,85640,2
1542305-20041116,1546084,219629,3
62845-20060516,1687423,42214,13
1169805-20100516,2024374,218346,1
1573504-20050318,1573504,65406,19
16490-20020816,1251384,6873,1
10483-20110816,2099801,4643,1
1244881-20030216,1309693,20629,3
1488479-20040324,1488479,5577,1
1495037-20050216,1571282,278022,1
1800799-20070323,1800799,17980,2
1335188-20040216,1465941,255317,1
39138-20020216,1205971,33869,1
1646257-20070816,1829508,47251,2
2016642-20100115,2016642,350183,1
1968846-20090420,1968846,342721,1
1719073-20110316,2075412,22582,11
1488612-20040402,1488612,274748,1
1357476-20130316,2227016,65628,1
16514-20041116,1526295,28060,1
2147818-20140416,2313369,371299,1
1046974-20150416,2381694,88608,2
1141665-20091216,2000748,213951,1
41354-20060516,1686927,34487,1
41869-20040216,1454804,34603,1
1804618-20120316,2135445,42288,4
1444963-20050216,1569004,269695,1
1121857-20040216,1462190,210504,1
1476551-20050216,1569809,273113,1
1513850-20070216,1883282,255402,2
17192-20061116,1745148,7035,1
15550-20030216,1311397,27808,1
1121868-20060216,1654647,23009,3
1817859-20070621,1817859,246607,2
1799477-20070207,1799477,313489,1
24218-20110916,2105570,63476,2
53810-20020216,1201218,17875,2
1544019-20041109,1544019,283365,1
45194-20040816,1421191,217992,1
1195684-20020216,1220675,220874,1
1476527-20040211,1476527,203871,3
36610-20080816,1911331,33156,2
1069348-20100516,2024265,204876,2
1047676-20030816,1372818,204688,1
62953-20050216,1552457,19856,2
1473143-20040106,1473143,271795,1
1548189-20050228,1548189,263905,2
1492861-20050816,1613884,276950,1
1444966-20050816,1602838,29208,2
1578738-20060216,1665267,219338,4
17474-20050216,1554367,28330,1
1892652-20100316,2016467,328388,1
1303281-20030216,1329522,255747,1
67148-20050216,1559848,59781,1
1118655-20040216,1450067,11096,3
6737-20050216,1553610,25491,1
53814-20070216,1773810,5185,1
56494-20020216,1212004,57757,1
2157815-20120604,2157815,204490,8
84636-20020216,1213675,65650,2
44190-20040216,1419277,86207,2
1591569-20060216,1666660,251960,2
85030-20050216,1560897,65974,2
1194373-20040216,1463489,220351,1
1898804-20100416,2020518,329791,1
1403462-20030826,1403462,267177,1
1898432-20080327,1898432,329678,1
1334277-20160216,2438835,27840,5
14124-20070516,1805828,6468,1
1332700-20130416,2236269,57651,3
1842841-20120616,2148808,38096,4
1493512-20040816,1513627,277222,1
43233-20071116,1854066,35029,1
1575359-20090116,1940561,207698,14
2097953-20150616,2395714,362215,1
1168526-20100816,2039573,217878,1
41953-20030816,1364790,34626,1
1356096-20030613,1356096,206837,2
1490161-20040511,1490161,275555,1
1166447-20111016,2111497,216807,1
2027060-20100330,2027060,351991,1
1998299-20090929,1998299,288458,2
1243913-20120516,2144246,60598,2
1094690-20020216,1217109,207698,1
1617457-20060216,1658626,43933,2
16965-20020216,1199465,6982,1
57348-20030216,1314911,40239,1
1169722-20030216,1334071,218171,1
1379500-20030626,1379500,264862,1
1379490-20030626,1379490,264855,1
1247045-20020701,1247045,247533,1
1741847-20060823,1741847,296970,2
1475796-20080216,1880512,12042,2
1908856-20101016,2053116,331110,1
1479232-20100516,2024788,274084,1
1577948-20060216,1672387,288172,1
1381951-20070516,1809914,56369,6
1354597-20111016,2111747,262521,1
2202941-20121206,2202941,377509,1
1649720-20071116,1865649,298937,1
1908873-20080606,1908873,332049,1
22391-20110316,2075877,52427,1
1477281-20040218,1477281,273329,1
2032506-20100727,2032506,349474,3
1960186-20110316,2077759,311622,2
61249-20061116,1747231,19328,2
1046198-20040216,1461345,202222,1
1884612-20091216,2000498,66610,135
1141715-20051116,1636450,213979,1
1488816-20060216,1669989,274840,1
44178-20030216,1313768,35357,1
48773-20071116,1879573,86253,2
1620127-20081216,1935146,59604,3
1915368-20120716,2155762,333578,1
12090-20030816,1363046,26934,1
23030-20110416,2081196,63414,11
1475582-20100216,2010752,67057,3
1404020-20030903,1404020,251698,2
2098034-20110620,2098034,358985,1
1979316-20090622,1979316,343398,2
1678477-20070216,1794879,300695,1
16550-20040216,1453171,28071,1
15810-20110616,2090820,82684,6
2157774-20120601,2157774,372872,1
1223823-20050216,1564991,230267,1
1119955-20040216,1462048,209602,1
20587-20050216,1554573,29087,14
2162276-20120622,2162276,373277,1
2162369-20120619,2162369,373306,1
1332147-20030424,1332147,85598,4
1802788-20070227,1802788,314691,1
1591586-20050415,1591586,289297,1
80237-20040516,1482009,12999,1
49435-20050216,1556487,37228,1
1682165-20120216,2132693,302301,1
1140200-20060216,1651971,7396,1
1335617-20040216,1466991,259712,1
1336146-20050216,1559044,54982,12
1353026-20100416,2019573,261705,1
1770871-20080516,1897807,311951,1
23082-20110416,2081240,63414,34
2146699-20120326,2146699,38800,2
1380432-20071116,1853638,32674,2
1333200-,1333200,209404,2
1195005-20040816,1508999,220640,1
67612-20070216,1776419,20794,2
1879367-20111216,2123724,325034,1
1769411-20070216,1797519,311384,1
2027975-20100414,2027975,352418,1
1821096-20070727,1821096,317560,1
18058-20111216,2121557,3190,1
1848313-20070919,1848313,322494,1
1299587-20110716,2096313,253938,1
1302119-20090316,1951660,255236,1
1547409-20060816,1726836,60563,3
2203-20090416,1955946,50293,1
1046742-20110916,2105032,25805,1
1142791-20040816,1508436,214502,1
49547-20040216,1455374,37266,1
79225-20040216,1459998,67446,1
1336260-20040216,1455560,38638,2
2125110-20111027,2125110,367385,1
1301335-20061116,1748304,26354,2
2177858-20120807,2177858,37283,2
1272836-20030505,1272836,251399,1
84558-20020216,1213658,65588,2
1968832-20100713,1968832,218688,3
2083852-20110223,2083852,359950,1
39171-20020516,1235011,15776,1
1139753-20060216,1660108,54388,5
1249134-20030216,1327900,248693,1
2276-20061116,1747880,24308,1
1868782-20111016,2112499,322945,1
43715-20121016,2181034,64292,2
2177543-20120724,2177543,374301,1
1697086-20060426,1697086,303737,1
1974662-20090603,1974662,343550,3
1518089-20090316,1951973,280700,1
1446382-20031215,1446382,270530,1
3441-20111116,2115402,2883,1
1697841-20070216,1795519,302843,1
51715-20030216,1318373,56900,1
1045625-20050216,1562743,203720,1
1974702-20110216,2071411,211923,2
10645-20121116,2185543,4684,1
1334205-20070216,1776698,22393,3
1903890-20100516,2025631,330826,1
2103294-20110627,2103294,361209,2
1803872-20080116,1877381,268395,2
2022166-20111116,2117847,277626,2
1803283-20110316,2077843,314902,1
1892729-20110916,2107123,327680,1
1847632-20110616,2091266,255675,1
1357699-20030610,1357699,264146,1
1938645-20081107,1938645,338626,1
1622548-20060816,1735692,295892,1
1120360-20040216,1462079,209813,1
1492257-20070216,1791046,276591,1
1379508-20040216,1468478,264866,1
58287-20010216,1112698,58085,1
1576419-20070216,1790946,275837,3
2142080-20120904,2142080,370262,1
1242989-20110316,2076700,88710,7
1276701-20021025,1276701,253062,1
1246960-20080416,1890706,247495,1
2084454-20110407,2084454,358752,3
1974644-20090527,1974644,343846,1
1909571-20111116,2118688,323194,2
1092947-20020216,1216948,206960,1
1618121-20061116,1762597,293932,1
1446851-20060216,1669162,270765,1
2203-20040216,1457016,50293,1
2013792-20100816,2041484,349938,1
1847950-20070913,1847950,322353,1
1300901-20021105,1300901,254506,1
58900-20110516,2085798,58219,1
2099189-20110606,2099189,362755,1
41596-20060516,1683587,5033,3
1650183-20051220,1650183,299158,1
1739819-20060726,1739819,307400,1
1942715-20081124,1942715,338981,1
29821-20040216,1449275,5476,2
1933194-20101016,2053302,337518,1
58050-20020216,1212068,58040,1
1768667-20061121,1768667,310950,1
59768-20040216,1455940,41187,1
1145157-20031116,1420547,209134,1
1938469-20120716,2155830,338517,1
1518349-20110516,2086579,280815,1
1124063-20030216,1323690,211781,1
2162727-20120621,2162727,373409,1
1046416-20020216,1216438,204084,1
7917-20071116,1855625,50733,1
82666-20040216,1456941,49741,1
83827-20060216,1662473,81014,1
1927977-20080909,1927977,336709,1
1225981-20040216,1464193,243377,1
1516576-20070216,1781870,54357,3
84342-20050216,1561435,81455,1
1698733-20060515,1698733,304587,1
10888-20080516,1896547,85536,1
1143350-20041116,1533681,89110,3
1819793-20090516,1962766,316982,1
65230-19990216,281814,59381,1
1494894-20070216,1791248,277949,1
1193764-20101016,2051740,220078,1
82518-20020216,1209603,49678,1
1139234-20050216,1552355,19457,2
1092449-20020216,1216888,206665,1
2102762-20110801,2102762,56894,3
1492687-20040513,1492687,276766,1
1331382-20140316,2306427,257868,1
1141309-,1141309,201168,8
1042692-20100516,2024247,201832,1
1959801-20090309,1959801,341469,1
2016676-20100115,2016676,350197,1
1447795-20090516,1962026,271176,1
1645397-20060216,1674547,296382,1
1473544-20090916,1983315,271962,1
1198030-20020204,1198030,222646,1
28123-20030216,1312429,30949,1
1819870-20070502,1819870,266321,2
1141180-20011116,1192155,213660,1
2003738-20091102,2003738,348544,1
78156-20070216,1780837,47904,1
1617879-20050713,1617879,293834,1
1245094-20040216,1453369,28726,2
1842514-20111016,2112456,320278,1
1277234-20030216,1328274,250700,1
34304-20110216,2070824,32562,1
41603-20050516,1581027,5033,8
1578110-20120416,2140304,288250,1
21140-20040216,1457430,52307,1
43116-20031116,1409955,16264,1
1738740-20060713,1738740,306942,1
1621171-20060216,1674280,295231,1
1139146-20050216,1563629,212236,1
17683-20120316,2135074,7146,1
1520313-20110116,2067342,281716,1
41625-20100316,2014538,5033,14
1645386-20110416,2082461,296375,1
63235-20030216,1309520,19906,2
81265-20030216,1319948,65406,9
2196127-20141116,2358212,376439,1
1382884-20060216,1668628,266480,1
1356546-20030523,1356546,263481,1
24893-20110816,2100529,52775,1
1443557-20050216,1564458,219310,2
1220839-20040216,1463751,222723,1
1044718-20100216,2010716,57689,3
1717959-20110416,2082581,305434,1
1304030-20040216,1477292,256013,1
2115183-20120210,2115183,314751,2
63024-20020216,1892442,19866,1
1799386-20070227,1799386,20272,3
1228126-20020626,1228126,245012,1
44298-20020216,1211395,55673,1
1273348-20021003,1273348,251451,1
53326-20040216,1458418,57170,1
2093825-20110503,2093825,361863,1
1576626-20060216,1663826,205017,2
49231-20070516,1809918,56430,1
2054485-20100824,2054485,356128,1
1475033-20040516,1482374,17061,3
3586-20040216,1459041,62593,1
1094786-20070216,1783917,67258,3
42345-20011116,1174239,6673,2
1898971-20080402,1898971,329536,1
1357333-20111216,2123008,263822,1
1597460-20050608,1597460,292415,1
2121231-20111011,2121231,366972,1
54643-20040216,1455696,39169,1
1302644-20021203,1302644,255474,1
17483-20060216,1655873,28332,1
38686-20060216,1657169,33757,1
1403977-20040128,1403977,267402,1
56277-20051116,1635157,87065,2
1169013-20100716,2034530,218027,1
1698623-20070216,1795968,304527,1
1250157-20020628,1250157,250137,1
85485-20070816,1832150,81607,1
1621211-20060216,1676227,294479,1
1331483-20030127,1331483,30343,2
1166087-20030216,1324612,216609,1
1243863-20060516,1691228,245919,2
84150-20030816,1371028,81161,1
1926586-20080825,1926586,336021,1
1245332-20020501,1245332,60655,3
2049180-20100804,2049180,355474,1
77588-20020216,1209138,47718,1
79870-20040816,1503413,48589,1
52735-20080116,1876865,85889,1
72179-,297193,21794,3
1170700-20030216,1325043,218811,1
24814-20120616,2148687,30138,1
1119565-20050216,1563219,209382,1
29017-20020516,1241353,85325,37
62361-20050216,1557135,42046,1
1798504-20100916,2043789,7043,4
55954-20010216,1248674,39703,1
28742-20060216,1652663,11569,1
1277435-20080316,1886761,253387,1
1140878-20040816,1508360,213487,1
1979601-20110716,2097462,344693,1
1493859-20050216,1567605,261589,3
75662-20040216,1456592,47010,1
1914237-20120716,2155722,332843,1
1986019-20090922,1986019,345969,1
17642-20030216,1311588,28376,1
1797963-20070320,1797963,6982,2
1681012-20110516,2086772,301747,1
2130007-20111207,2130007,368245,1
1197274-20050216,1564736,222356,1
1145032-20030516,1342058,8107,3
47415-20040216,1450841,16821,2
1884321-20100116,2006000,206032,3
1473912-20111116,2117770,272131,1
36469-20020816,1256667,33119,1
1943393-20111016,2112782,339313,1
55399-20060216,1660651,57544,1
1478502-20070216,1790622,273780,1
1543660-20050216,1572497,283223,1
2148063-20120416,2148063,371408,1
1494426-20040816,1513684,277706,1
14747-20121216,2193569,27591,1
42204-20020216,1206223,34707,1
1046759-20051116,1635614,204259,1
1197527-20031116,1421556,222476,1
2196082-20121017,2196082,376425,1
1335417-20040816,1508959,220146,3
2021055-20140316,2307002,350928,1
1448121-20051116,1627771,25260,2
1904646-20100516,2025695,331245,1
1095571-20030216,1322993,208194,1
10107-20130116,2198974,4555,1
1244960-20111116,2117497,246435,1
1645323-20051121,1645323,278729,1
2013094-20150416,2380969,29018,5
1143466-20050216,1563912,214878,1
52512-20040216,1458381,57014,1
1353423-20110616,2090481,50498,3
1769862-20061116,1769862,311547,1
2120435-20110928,2120435,356290,2
1909634-20081216,1937022,332363,1
12268-20061116,1754405,85619,3
79736-20060216,1653166,15609,2
1801605-20110216,2072631,314325,1
659-20071116,1852154,24088,1
54261-20070216,1782337,57314,1
2138154-20120208,2138154,369597,1
2162985-20130616,2247900,20251,15
23171-20100316,2014891,29679,1
1543257-20041013,1543257,22021,1
2103666-20110712,2103666,363548,1
71932-20030216,1319173,60719,1
1353658-20040216,1467644,262030,1
1573115-20050516,1591146,283507,1
2037797-20100610,2037797,354095,1
75237-20050216,1552934,22414,2
1681925-20070216,1795331,302191,1
15674-20050816,1599576,6755,3
2147796-20120411,2147796,371290,1
78516-20050216,1561566,85341,1
2088441-20110328,2088441,360890,1
32549-20021116,1281213,14537,1
1697866-20070914,1697866,218171,2
1737381-20060623,1737381,306238,1
1547256-20100116,2005735,52633,3
2158384-20140616,2326162,373096,1
1817056-20070420,1817056,315944,1
81369-20010816,1150010,23481,2
1248696-20030216,1327826,248493,1
84225-20020816,1264304,81185,1
64493-20090316,1949582,20180,2
25608-20020216,1199955,10394,2
1356244-20111016,2111754,263170,1
72378-20020816,1265627,89425,1
19852-20030216,1596039,28892,1
68759-20030816,1366489,44460,1
1646573-20051109,1646573,296894,1
87019-20020216,1215661,88553,2
1490469-20080916,1917503,34692,3
1616774-20051116,1643472,288311,4
1899475-20090416,1958467,330083,1
1921216-20080721,1921216,334651,1
1405-20120316,2134874,259,32
1798548-20090416,1957989,307152,1
1273010-20021025,1273010,243322,2
1166992-20050216,1564198,217137,1
1518458-20040908,1518458,68113,3
2088556-20120501,2142418,360939,1
1804128-20070316,1804128,45658,1
1888878-20080221,1888878,21545,1
1738564-20070216,1796581,306849,1
1473558-20040130,1473558,63966,20
1820510-20070730,1820510,317283,1
20757-20090316,1949930,29121,1
54982-20030216,1309114,18081,1
2008025-20091116,2008025,348925,1
41057-20060216,1661634,64206,1
46913-20110216,2070918,36374,1
49536-20060216,1660468,56479,1
21779-20060216,1656121,29359,1
2120135-20110922,2120135,366510,1
2032694-20100506,2032694,353157,1
44324-20020216,1206468,35403,1
1573552-20070816,1827925,30450,2
1337191-20150316,2376862,260560,1
1167572-20021116,1296264,217436,1
1479458-20110416,2080642,29505,2
76905-20020216,1202550,22711,2
7590-20030816,1359113,3505,1
23681-20091016,1988634,85882,1
22487-20040216,1453578,29546,1
1739901-20060922,1739901,307428,1
1303291-20030216,1329524,255749,1
1095495-20041116,1534381,208168,1
1544203-20050216,1565353,245307,2
1898579-20100416,2020507,329726,1
1980092-20090626,1980092,344931,1
1226416-20071216,1871955,243577,1
1168095-20020216,1202529,22647,1
1380821-20070216,1789542,265536,1
1139770-20020216,1302390,212566,1
2138293-20120210,2138293,369655,1
1444045-20031024,1444045,268691,1
2114420-20110901,2114420,31212,4
57111-20080516,1896273,57876,1
2003682-20100211,2003682,348511,1
2060108-20101008,2060108,356904,1
43763-20040216,1513967,35224,1
1271689-20030216,1307730,8891,1
41602-20030516,1340549,5033,8
79208-20020216,1226739,67440,5
1353006-20100316,2015902,261700,1
2605-20130116,2198916,2744,1
2179333-20120803,2179333,217405,2
41888-20040816,1501851,34611,1
1384222-20040816,1512062,267007,1
1336535-20040216,1467152,260223,1
1921704-20080725,1921704,334815,1
1120818-20100416,2018974,57525,3
1622986-20111116,2116780,54729,3
70166-20021116,1292202,65049,1
1043605-20030216,1322211,202466,1
1247674-20020722,1247674,247881,1
1270878-20030216,1328185,250406,1
1495325-20050816,1614034,278214,1
1579768-20130516,2241934,52533,3
56103-20140716,2329632,57677,1
1167875-20021116,1296288,217567,1
19260-20020216,1199170,5647,2
1575474-20070216,1792446,287067,1
1277478-20041116,1537171,253402,1
19029-20020216,1210236,52020,1
1594822-20050503,1594822,278359,1
30982-20061116,1749312,31741,1
21746-20050216,1558477,52372,1
1331759-20070216,1788619,258027,1
1274856-20031116,1427035,6019,3
1974151-20090522,1974151,343626,1
2084678-20110324,2084678,360358,1
1383029-20080216,1881230,44096,2
2032720-20121216,2193965,66905,11
1645112-20060124,1645112,36700,2
1959944-20090310,1959944,341537,1
1696838-20070102,1696838,369224,1
2113766-20150916,2416766,365611,1
1544283-20041208,1544283,283533,1
1516529-20050216,1571844,280076,1
1986524-20110816,2101721,320562,16
1480007-20110216,2071934,274431,1
1304874-20021205,1304874,256356,1
1495226-20070816,1828592,35811,1
52278-20060216,1660525,56980,1
1970187-20120616,2149519,251792,6
1905147-20100316,2015357,65974,3
1898579-20080401,1898579,329726,1
16898-20091016,1987748,28169,1
1894217-20101116,2058623,323746,2
1423347-20030918,1423347,267890,1
1477938-20071116,1862700,273571,1
41057-20040216,1459394,64206,1
1382866-20100616,2028506,20372,2
1679345-20110716,2095162,29334,2
2094127-20110506,2094127,362000,1
36471-20110816,2100563,54403,1
1474446-20040224,1474446,272369,1
1478324-20050216,1561250,68105,3
2183823-20120824,2183823,348998,3
2098697-20110527,2098697,362542,1
19866-20031116,1412983,28897,1
73304-20040216,1451836,22033,2
1739298-20070816,1828806,37738,2
8151-20050216,1560106,62859,1
1352851-20051116,1630450,39481,1
1305664-20021220,1305664,256699,1
1272769-20021002,1272769,251358,1
1380992-20121216,2194360,265612,1
32604-20160316,2443587,4289,3
1681899-20060331,1681899,302181,1
1479673-20121216,2193809,40117,3
1227714-20040216,1453852,30666,2
1094544-20020216,1206022,34111,2
1299421-20060216,1666883,253832,1
1974577-20130616,2250788,343808,1
1680483-20100316,2016226,301522,1
35811-20090716,1971622,54310,1
1579852-20071116,1854084,35159,2
2068905-20110114,2068905,358107,2
1981085-20111216,2124035,343139,1
2093999-20110505,2093999,361939,1
1491819-20110516,2086188,210597,2
22041-20140216,2300756,85855,1
67892-20140316,2305698,44143,1
1475721-20050216,1569735,272850,1
1305846-20040216,1466187,256782,1
2098962-20120416,2140916,348786,3
1546683-20050216,1572731,284710,1
1250162-20020722,1250162,250140,1
1800781-20080516,1896760,215434,2
17526-20040216,1449600,7102,1
1675635-20091016,1989681,299172,1
16288-20111216,2122096,28001,1
45856-20080516,1895456,16593,1
24890-20031116,1433289,52773,1
1998158-20111016,2113000,347618,1
2053877-20120916,2176550,355905,1
1841314-20111116,2118627,319732,1
1122826-20030216,1320570,68065,3
1623095-20050922,1623095,296148,1
1332640-20060216,1659474,51392,3
1960094-20100816,2041237,339390,1
1170574-20090416,1956985,218739,1
1494752-20040707,1494752,277870,1
1473787-20040112,1473787,272079,1
7799-20031116,1429444,25717,1
1898922-20091216,2002102,329864,1
1225090-20020221,1225090,39009,2
2196142-20121022,2196142,345955,2
20596-20030216,1311838,29087,15
1331054-20050216,1566867,257693,1
65439-20020216,1201892,20340,2
1770837-20061122,1770837,311935,1
1694850-20110116,2067610,302763,1
1379537-20040216,1468481,264877,1
54510-20020516,1241980,86301,2
1096298-20071116,1859175,208689,1
2198302-20141116,2358475,377070,1
1380227-20040816,1511663,265259,1
1681928-20060316,1681928,302193,1
1885060-20080117,1885060,326430,1
1245135-20020426,1245135,246530,1
35925-20070216,1783275,64013,1
2004370-20091110,2004370,348812,1
1819798-20160116,2436067,316986,1
1799922-20120216,2132893,313669,1
1597248-20050607,1597248,292284,1
1274248-20020813,1274248,20206,2
53747-20030216,1314614,38839,1
1920822-20130216,2223689,244037,26
1478757-20050216,1570103,273908,1
1469953-20040115,1469953,271379,1
18402-20020516,1228957,147,3
1595141-20100416,2019898,291121,1
71170-20050216,1552756,21566,1
1442457-20040216,1469447,268643,1
2008384-20121116,2187774,317639,3
1092433-20021116,1287324,37233,2
1334865-20070216,1776428,20843,3
2184026-20120828,2184026,375203,1
69813-20070816,1831729,65043,1
87083-20021116,1292516,67007,2
2147022-20120330,2147022,68329,5
2129885-20130816,2268700,364544,4
64034-20040216,1451486,20096,3
1676405-20070216,1794629,299892,1
1847685-20070911,1847685,322245,1
1247344-20040216,1418382,67116,46
2013670-20100105,2013670,22089,5
1351732-20050216,1567519,261103,1
1622973-20110216,2071789,263435,2
1577071-20060216,1661892,65406,56
1844310-20070803,1844310,320913,1
2060020-20100927,2060020,39940,3
1444166-20120216,2132056,269344,1
34943-20061116,1744641,4398,3
1246785-20020816,1270450,247410,1
1737690-20121116,2187589,306412,1
1682544-20060404,1682544,302484,1
1516452-20040812,1516452,89167,2
2146863-20140416,2313140,370872,1
1846558-20080416,1889274,5704,2
2032633-20100623,2032633,353131,1
1870329-20071102,1870329,323589,1
1170211-20040216,1455835,40392,2
1332376-20040216,1461824,207698,2
1170954-20050216,1564408,218942,1
1622774-20051031,1622774,296007,1
1189-20040816,1496374,228,1
1330508-20070216,1788531,257447,1
39988-20111116,2116334,34103,1
1921365-20080722,1921365,334696,1
